sample_id,source_bucket,source_artifact,dataset_id,query_type,language,expected_chart_family,query,image_path,existing_vlm_issue,existing_vlm_judgment,deterministic_evidence,human_visible_chart_family,human_chart_family_acceptable,human_labels_readable,human_relevant_fields_visible,human_transform_preserved,human_overall_acceptable,human_primary_error,human_confidence,human_notes
vinl2vis_03146,primary_vlm_flagged,vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4,wb_asean_hospital_beds,explicit,en,tick_plot,Create a tick plot for asean hospital beds in 2023.,/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4/images/vinl2vis_03146.png,wrong_chart_type,"{""acceptable"": false, ""visible_chart_family"": ""line"", ""major_issue"": ""wrong_chart_type"", ""conservative_issue"": ""wrong_chart_type""}",,bar,no,yes,no,yes,no,data_mismatch,5,
vinl2vis_27264,primary_vlm_flagged,vlm_audit_vietnamese_balanced_auditfix_v2_n1000_qwen3vl4b_promptv4,wbexp_asean_dt_nfl_uncf_cd_net_official_flows_from_un_agencies_unicef_current_us,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số net official flows from un agencies, unicef (current us$).",/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_vietnamese_balanced_auditfix_v2_n1000_qwen3vl4b_promptv4/images/vinl2vis_27264.png,wrong_chart_type,"{""acceptable"": false, ""visible_chart_family"": ""area"", ""major_issue"": ""wrong_chart_type"", ""conservative_issue"": ""wrong_chart_type""}",,line,no,yes,no,yes,yes,none,4,
vinl2vis_02586,primary_vlm_flagged,vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4,wb_asean_freshwater_withdrawal_share,explicit,en,tick_plot,Create a tick plot for asean freshwater withdrawal share in 2022.,/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4/images/vinl2vis_02586.png,wrong_chart_type,"{""acceptable"": false, ""visible_chart_family"": ""boxplot"", ""major_issue"": ""wrong_chart_type"", ""conservative_issue"": ""wrong_chart_type""}",,boxplot,yes,no,yes,yes,yes,none,5,
vinl2vis_02936,primary_vlm_flagged,vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4,wb_asean_basic_drinking_water,explicit,en,tick_plot,Create a tick plot for asean basic drinking water services in 2024.,/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4/images/vinl2vis_02936.png,wrong_chart_type,"{""acceptable"": false, ""visible_chart_family"": ""area"", ""major_issue"": ""wrong_chart_type"", ""conservative_issue"": ""wrong_chart_type""}",,area,yes,no,yes,yes,no,wrong_chart_type,4,
vinl2vis_23544,primary_vlm_flagged,vlm_audit_vietnamese_balanced_auditfix_v2_n1000_qwen3vl4b_promptv4,wbexp_asean_bn_klt_dinv_cd_foreign_direct_investment_net_bop_current_us,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số foreign direct investment, net (bop, current us$).",/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_vietnamese_balanced_auditfix_v2_n1000_qwen3vl4b_promptv4/images/vinl2vis_23544.png,wrong_chart_type,"{""acceptable"": false, ""visible_chart_family"": ""area"", ""major_issue"": ""wrong_chart_type"", ""conservative_issue"": ""wrong_chart_type""}",,area,yes,no,yes,yes,yes,none,4,
vinl2vis_00626,primary_vlm_flagged,vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4,wb_asean_gdp_growth,explicit,en,tick_plot,Create a tick plot for asean gdp growth in 2024.,/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4/images/vinl2vis_00626.png,wrong_chart_type,"{""acceptable"": false, ""visible_chart_family"": ""boxplot"", ""major_issue"": ""wrong_chart_type"", ""conservative_issue"": ""wrong_chart_type""}",,boxplot,yes,yes,yes,yes,no,unreadable_labels,4,
vinl2vis_02866,primary_vlm_flagged,vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4,wb_asean_container_port_traffic,explicit,en,tick_plot,Create a tick plot for asean container port traffic in 2022.,/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4/images/vinl2vis_02866.png,wrong_chart_type,"{""acceptable"": false, ""visible_chart_family"": ""line"", ""major_issue"": ""wrong_chart_type"", ""conservative_issue"": ""wrong_chart_type""}",,line,yes,yes,yes,yes,no,missing_legend,5,
vinl2vis_01834,primary_vlm_flagged,vlm_audit_matched_bilingual_auditfix_v2_n1000_qwen3vl4b_promptv4,wb_asean_literacy_rate_adult,explicit,en,bar,Rank countries by asean adult literacy rate in the latest year.,/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_matched_bilingual_auditfix_v2_n1000_qwen3vl4b_promptv4/images/vinl2vis_01834.png,wrong_chart_type,"{""acceptable"": false, ""visible_chart_family"": ""area"", ""major_issue"": ""wrong_chart_type"", ""conservative_issue"": ""wrong_chart_type""}",,bar,no,yes,yes,yes,no,wrong_chart_type,5,
vinl2vis_03652,primary_vlm_flagged,vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4,owid_life_expectancy_vietnam,explicit,en,bar,Compare countries by vietnam life expectancy in 2023.,/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4/images/vinl2vis_03652.png,wrong_chart_type,"{""acceptable"": false, ""visible_chart_family"": ""area"", ""major_issue"": ""wrong_chart_type"", ""conservative_issue"": ""wrong_chart_type""}",,area,yes,yes,yes,yes,no,wrong_chart_type,5,
vinl2vis_28064,primary_vlm_flagged,vlm_audit_vietnamese_balanced_auditfix_v2_n1000_qwen3vl4b_promptv4,wbexp_asean_dt_tds_dppf_xp_zs_debt_service_ppg_and_imf_only_of_exports_of_goods_se,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số debt service (ppg and imf only, % of exports of goods, services and primary income).",/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_vietnamese_balanced_auditfix_v2_n1000_qwen3vl4b_promptv4/images/vinl2vis_28064.png,wrong_chart_type,"{""acceptable"": false, ""visible_chart_family"": ""area"", ""major_issue"": ""wrong_chart_type"", ""conservative_issue"": ""wrong_chart_type""}",,area,yes,yes,yes,yes,no,wrong_chart_type,5,
vinl2vis_05344,primary_vlm_flagged,vlm_audit_vietnamese_balanced_auditfix_v2_n1000_qwen3vl4b_promptv4,wbexp_asean_ag_prd_crop_xd_crop_production_index_2014_2016_100,underspecified,vi,bar,Xếp hạng các nước theo chỉ số crop production index (2014-2016 = 100).,/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_vietnamese_balanced_auditfix_v2_n1000_qwen3vl4b_promptv4/images/vinl2vis_05344.png,wrong_chart_type,"{""acceptable"": false, ""visible_chart_family"": ""area"", ""major_issue"": ""wrong_chart_type"", ""conservative_issue"": ""wrong_chart_type""}",,area,yes,yes,yes,yes,no,data_mismatch,5,
vinl2vis_00346,primary_vlm_flagged,vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4,wb_asean_fertility_rate,explicit,en,tick_plot,Create a tick plot for asean fertility rate in 2024.,/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4/images/vinl2vis_00346.png,wrong_chart_type,"{""acceptable"": false, ""visible_chart_family"": ""boxplot"", ""major_issue"": ""wrong_chart_type"", ""conservative_issue"": ""wrong_chart_type""}",,boxplot,yes,yes,yes,yes,no,wrong_chart_type,5,
vinl2vis_22584,primary_vlm_flagged,vlm_audit_vietnamese_balanced_auditfix_v2_n1000_qwen3vl4b_promptv4,wbexp_asean_bg_gsr_nfsv_gd_zs_trade_in_services_of_gdp,underspecified,vi,bar,Xếp hạng các nước theo chỉ số trade in services (% of gdp).,/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_vietnamese_balanced_auditfix_v2_n1000_qwen3vl4b_promptv4/images/vinl2vis_22584.png,wrong_chart_type,"{""acceptable"": false, ""visible_chart_family"": ""area"", ""major_issue"": ""wrong_chart_type"", ""conservative_issue"": ""wrong_chart_type""}",,line,no,no,yes,yes,no,data_mismatch,4,
vinl2vis_00556,primary_vlm_flagged,vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4,wb_asean_gdp_per_capita,explicit,en,tick_plot,Create a tick plot for asean gdp per capita in 2024.,/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4/images/vinl2vis_00556.png,wrong_chart_type,"{""acceptable"": false, ""visible_chart_family"": ""boxplot"", ""major_issue"": ""wrong_chart_type"", ""conservative_issue"": ""wrong_chart_type""}",,boxplot,yes,yes,yes,yes,no,data_mismatch,4,
vinl2vis_29151,cross_judge_disagreement,vlm_consensus_failure_cases.csv,,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",,wrong_chart_type,"{""acceptable"": """", ""visible_chart_family"": """", ""major_issue"": """", ""conservative_issue"": """"}",wrong_chart_type,,yes,yes,yes,no,yes,none,5,
vinl2vis_28950,cross_judge_disagreement,vlm_consensus_failure_cases.csv,,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",,empty_or_broken;unreadable,"{""acceptable"": """", ""visible_chart_family"": """", ""major_issue"": """", ""conservative_issue"": """"}",empty_or_broken;unreadable,,yes,yes,no,yes,no,unreadable_labels,4,
vinl2vis_25921,cross_judge_disagreement,vlm_consensus_failure_cases.csv,,ambiguous,vi,line,Tạo biểu đồ phù hợp cho chỉ số external debt stocks (% of gni) mẫu 20.,,empty_or_broken;wrong_fields,"{""acceptable"": """", ""visible_chart_family"": """", ""major_issue"": """", ""conservative_issue"": """"}",empty_or_broken;wrong_fields,,yes,yes,yes,yes,no,missing_legend,4,
vinl2vis_29351,cross_judge_disagreement,vlm_consensus_failure_cases.csv,,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",,wrong_fields,"{""acceptable"": """", ""visible_chart_family"": """", ""major_issue"": """", ""conservative_issue"": """"}",wrong_fields,,yes,no,yes,yes,no,data_mismatch,5,
vinl2vis_26591,cross_judge_disagreement,vlm_consensus_failure_cases.csv,,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",,wrong_chart_type,"{""acceptable"": """", ""visible_chart_family"": """", ""major_issue"": """", ""conservative_issue"": """"}",wrong_chart_type,,yes,yes,yes,yes,no,data_mismatch,5,
vinl2vis_24921,cross_judge_disagreement,vlm_consensus_failure_cases.csv,,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số net bilateral aid flows from dac donors, austria (current us$) mẫu 20.",,wrong_chart_type;wrong_fields,"{""acceptable"": """", ""visible_chart_family"": """", ""major_issue"": """", ""conservative_issue"": """"}",wrong_chart_type;wrong_fields,,yes,yes,yes,yes,yes,none,5,
vinl2vis_31704,cross_judge_disagreement,vlm_consensus_failure_cases.csv,,underspecified,vi,bar,Xếp hạng các nước theo chỉ số nitrous oxide (n2o) emissions (total) excluding lulucf (% change from 1990).,,wrong_chart_type,"{""acceptable"": """", ""visible_chart_family"": """", ""major_issue"": """", ""conservative_issue"": """"}",wrong_chart_type,,yes,yes,no,yes,no,data_mismatch,4,
vinl2vis_28591,cross_judge_disagreement,vlm_consensus_failure_cases.csv,,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",,wrong_chart_type,"{""acceptable"": """", ""visible_chart_family"": """", ""major_issue"": """", ""conservative_issue"": """"}",wrong_chart_type,line,no,yes,yes,yes,yes,none,4,
vinl2vis_25001,cross_judge_disagreement,vlm_consensus_failure_cases.csv,,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số net bilateral aid flows from dac donors, canada (current us$) mẫu 20.",,wrong_chart_type;wrong_fields,"{""acceptable"": """", ""visible_chart_family"": """", ""major_issue"": """", ""conservative_issue"": """"}",wrong_chart_type;wrong_fields,bar,no,no,no,yes,no,unreadable_labels,4,
vinl2vis_32864,cross_judge_disagreement,vlm_consensus_failure_cases.csv,,underspecified,vi,bar,Xếp hạng các nước theo chỉ số level of water stress: freshwater withdrawal as a proportion of available freshwater resources.,,wrong_chart_type,"{""acceptable"": """", ""visible_chart_family"": """", ""major_issue"": """", ""conservative_issue"": """"}",wrong_chart_type,line,no,yes,yes,no,yes,none,5,
vinl2vis_24801,cross_judge_disagreement,vlm_consensus_failure_cases.csv,,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số stocks traded, total value (% of gdp) mẫu 20.",,wrong_chart_type;wrong_fields|unreadable,"{""acceptable"": """", ""visible_chart_family"": """", ""major_issue"": """", ""conservative_issue"": """"}",wrong_chart_type;wrong_fields|unreadable,,yes,no,yes,yes,no,data_mismatch,5,
vinl2vis_31384,cross_judge_disagreement,vlm_consensus_failure_cases.csv,,underspecified,vi,bar,Xếp hạng các nước theo chỉ số nitrous oxide (n2o) emissions from building (energy) (mt co2e).,,explanation,"{""acceptable"": """", ""visible_chart_family"": """", ""major_issue"": """", ""conservative_issue"": """"}",explanation,,yes,no,yes,yes,no,wrong_chart_type,4,
vinl2vis_32984,cross_judge_disagreement,vlm_consensus_failure_cases.csv,,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số renewable internal freshwater resources, total (billion cubic meters).",,wrong_chart_type,"{""acceptable"": """", ""visible_chart_family"": """", ""major_issue"": """", ""conservative_issue"": """"}",wrong_chart_type,,yes,yes,no,yes,no,wrong_chart_type,5,
vinl2vis_28591,deterministic_failure,heldout860_qwen3_8b_auditfix_v1/visual_sanity/visual_sanity_per_output.csv,wbexp_asean_eg_egy_prim_pp_kd_energy_intensity_level_of_primary_energy_mj_2021_ppp,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",,,"{""acceptable"": """", ""visible_chart_family"": """", ""major_issue"": """", ""conservative_issue"": """"}",missing_title,line,no,yes,no,yes,yes,none,4,
vinl2vis_03166,deterministic_failure,english1000_qwen3_4b_residualfix_v1/visual_sanity_per_output.csv,wb_asean_fixed_broadband_subscriptions,explicit,en,area,Use an area chart to show changes in asean fixed broadband subscriptions over time.,,,"{""acceptable"": """", ""visible_chart_family"": """", ""major_issue"": """", ""conservative_issue"": """"}",trend_missing_country_grouping,,yes,yes,yes,yes,no,missing_legend,4,
vinl2vis_31584,deterministic_failure,strict_transformation_audit.csv,,underspecified,,bar,,,missing_filter_transform,"{""acceptable"": """", ""visible_chart_family"": """", ""major_issue"": """", ""conservative_issue"": """"}",missing_filter_transform,,yes,no,yes,yes,no,wrong_chart_type,4,
vinl2vis_33464,deterministic_failure,strict_transformation_audit.csv,,underspecified,,bar,,,missing_filter_transform,"{""acceptable"": """", ""visible_chart_family"": """", ""major_issue"": """", ""conservative_issue"": """"}",missing_filter_transform,,yes,yes,yes,yes,no,unreadable_labels,5,
vinl2vis_05478,deterministic_failure,english1000_qwen3_4b_residualfix_v1/visual_sanity_per_output.csv,wbexp_asean_ag_srf_totl_k2_surface_area_sq_km,explicit,en,line,"Show surface area (sq. km) for ASEAN countries, variant 17.",,,"{""acceptable"": """", ""visible_chart_family"": """", ""major_issue"": """", ""conservative_issue"": """"}",visual_chart_family_mismatch;trend_missing_country_grouping;line_expected_non_line_mark,,yes,yes,yes,yes,no,data_mismatch,5,
vinl2vis_02952,deterministic_failure,strict_transformation_audit.csv,,explicit,,bar,,,missing_filter_transform,"{""acceptable"": """", ""visible_chart_family"": """", ""major_issue"": """", ""conservative_issue"": """"}",missing_filter_transform,,yes,yes,no,yes,no,missing_legend,5,
vinl2vis_30304,deterministic_failure,strict_transformation_audit.csv,,underspecified,,bar,,,missing_filter_transform|missing_sort_transform,"{""acceptable"": """", ""visible_chart_family"": """", ""major_issue"": """", ""conservative_issue"": """"}",missing_filter_transform|missing_sort_transform,,yes,no,yes,yes,yes,none,5,
vinl2vis_05403,deterministic_failure,english1000_qwen3_4b_residualfix_v1/visual_sanity_per_output.csv,wbexp_asean_ag_prd_food_xd_food_production_index_2014_2016_100,explicit,en,line,"Show food production index (2014-2016 = 100) for ASEAN countries, variant 22.",,,"{""acceptable"": """", ""visible_chart_family"": """", ""major_issue"": """", ""conservative_issue"": """"}",visual_chart_family_mismatch;trend_missing_country_grouping;line_expected_non_line_mark,,yes,yes,yes,yes,yes,none,4,
vinl2vis_22881,deterministic_failure,heldout860_qwen3_4b_residualfix_v2/visual_sanity_per_output.csv,wbexp_asean_bm_gsr_mrch_cd_goods_imports_bop_current_us,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số goods imports (bop, current us$) mẫu 20.",,,"{""acceptable"": """", ""visible_chart_family"": """", ""major_issue"": """", ""conservative_issue"": """"}",missing_title,,yes,yes,no,yes,yes,none,5,
vinl2vis_05893,deterministic_failure,english1000_qwen3_4b_residualfix_v1/visual_sanity_per_output.csv,wbexp_asean_bar_noed_25up_fe_zs_barro_lee_percentage_of_female_population_age_25_w,explicit,en,line,"Show barro-lee: percentage of female population age 25+ with no education for ASEAN countries, variant 32.",,,"{""acceptable"": """", ""visible_chart_family"": """", ""major_issue"": """", ""conservative_issue"": """"}",visual_chart_family_mismatch;trend_missing_country_grouping;line_expected_non_line_mark,,yes,yes,yes,yes,yes,none,5,
vinl2vis_25161,deterministic_failure,heldout860_qwen3_8b_residualfix_v1/visual_sanity_per_output.csv,wbexp_asean_dc_dac_deul_cd_net_bilateral_aid_flows_from_dac_donors_germany_current,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số net bilateral aid flows from dac donors, germany (current us$) mẫu 20.",,,"{""acceptable"": """", ""visible_chart_family"": """", ""major_issue"": """", ""conservative_issue"": """"}",missing_title,,yes,no,yes,yes,yes,none,5,
vinl2vis_25322,deterministic_failure,heldout860_qwen3_4b_stricttransform_v1/visual_sanity/visual_sanity_per_output.csv,wbexp_asean_dc_dac_fral_cd_net_bilateral_aid_flows_from_dac_donors_france_current_,explicit,vi,bar,"So sánh chỉ số net bilateral aid flows from dac donors, france (current us$) ở các quốc gia, biến thể 21.",,,"{""acceptable"": """", ""visible_chart_family"": """", ""major_issue"": """", ""conservative_issue"": """"}",missing_title,,yes,yes,yes,yes,yes,none,5,
vinl2vis_00435,deterministic_failure,english1000_qwen3_4b_visualfix_v1_auditfix_v2/visual_sanity_per_output.csv,wb_asean_gdp_current_usd,explicit,en,point,Create a point chart for asean gdp current usd by year.,,,"{""acceptable"": """", ""visible_chart_family"": """", ""major_issue"": """", ""conservative_issue"": """"}",single_year_temporal_x_axis,,yes,no,yes,yes,yes,none,5,
vinl2vis_04125,deterministic_failure,english1000_qwen3_4b_residualfix_v1/visual_sanity_per_output.csv,derived_education_profile,explicit,en,bubble_chart,"Create a bubble chart using Tỷ lệ nhập học tiểu học, Tỷ lệ nhập học trung học, and Tỷ lệ nhập học đại học.",,,"{""acceptable"": """", ""visible_chart_family"": """", ""major_issue"": """", ""conservative_issue"": """"}",bubble_missing_country_grouping,,yes,no,yes,yes,yes,none,4,
vinl2vis_05363,deterministic_failure,english1000_qwen3_4b_residualfix_v1/visual_sanity_per_output.csv,wbexp_asean_ag_prd_crop_xd_crop_production_index_2014_2016_100,explicit,en,line,"Show crop production index (2014-2016 = 100) for ASEAN countries, variant 22.",,,"{""acceptable"": """", ""visible_chart_family"": """", ""major_issue"": """", ""conservative_issue"": """"}",visual_chart_family_mismatch;trend_missing_country_grouping;line_expected_non_line_mark,,yes,yes,no,yes,no,unreadable_labels,5,
vinl2vis_24401,deterministic_failure,heldout860_qwen3_8b_residualfix_v2/visual_sanity_per_output.csv,wbexp_asean_bx_pef_totl_cd_wd_portfolio_equity_net_inflows_bop_current_us,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số portfolio equity, net inflows (bop, current us$) mẫu 20.",,,"{""acceptable"": """", ""visible_chart_family"": """", ""major_issue"": """", ""conservative_issue"": """"}",missing_title,,yes,yes,yes,yes,yes,none,5,
vinl2vis_24161,deterministic_failure,heldout860_qwen3_4b_residualfix_v2/visual_sanity_per_output.csv,wbexp_asean_bx_gsr_royl_cd_charges_for_the_use_of_intellectual_property_receipts_b,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số charges for the use of intellectual property, receipts (bop, current us$) mẫu 20.",,,"{""acceptable"": """", ""visible_chart_family"": """", ""major_issue"": """", ""conservative_issue"": """"}",missing_title,,yes,no,yes,no,yes,none,5,
vinl2vis_05793,deterministic_failure,english1000_qwen3_4b_residualfix_v1/visual_sanity_per_output.csv,wbexp_asean_bar_noed_2529_fe_zs_barro_lee_percentage_of_female_population_age_25_2,explicit,en,line,"Show barro-lee: percentage of female population age 25-29 with no education for ASEAN countries, variant 12.",,,"{""acceptable"": """", ""visible_chart_family"": """", ""major_issue"": """", ""conservative_issue"": """"}",visual_chart_family_mismatch;trend_missing_country_grouping;line_expected_non_line_mark,,yes,no,yes,yes,yes,none,4,
vinl2vis_28550,deterministic_failure,heldout860_qwen3_8b_residualfix_v2/visual_sanity_per_output.csv,wbexp_asean_eg_cft_accs_zs_access_to_clean_fuels_and_technologies_for_cooking_of_p,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",,,"{""acceptable"": """", ""visible_chart_family"": """", ""major_issue"": """", ""conservative_issue"": """"}",missing_title,,yes,yes,yes,no,no,wrong_chart_type,5,
vinl2vis_28911,deterministic_failure,heldout860_qwen3_8b_residualfix_v2/visual_sanity_per_output.csv,wbexp_asean_eg_elc_ngas_zs_electricity_production_from_natural_gas_sources_of_tota,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",,,"{""acceptable"": """", ""visible_chart_family"": """", ""major_issue"": """", ""conservative_issue"": """"}",missing_title,scatter,no,yes,yes,yes,no,unreadable_labels,5,
vinl2vis_24162,deterministic_failure,heldout860_qwen3_8b_residualfix_v2/visual_sanity_per_output.csv,wbexp_asean_bx_gsr_royl_cd_charges_for_the_use_of_intellectual_property_receipts_b,explicit,vi,bar,"So sánh chỉ số charges for the use of intellectual property, receipts (bop, current us$) ở các quốc gia, biến thể 21.",,,"{""acceptable"": """", ""visible_chart_family"": """", ""major_issue"": """", ""conservative_issue"": """"}",missing_title,,yes,yes,yes,yes,yes,none,4,
vinl2vis_03222,deterministic_failure,matched_bilingual1000_qwen3_4b_stricttransform_v1/visual_sanity/visual_sanity_per_output.csv,wb_asean_secure_internet_servers,explicit,vi,bar,So sánh máy chủ internet an toàn các nước asean giữa các nước trong năm 2024.,,,"{""acceptable"": """", ""visible_chart_family"": """", ""major_issue"": """", ""conservative_issue"": """"}",missing_title,,yes,yes,yes,yes,yes,none,5,
vinl2vis_25482,deterministic_failure,heldout860_qwen3_8b_residualfix_v2/visual_sanity_per_output.csv,wbexp_asean_dc_dac_ital_cd_net_bilateral_aid_flows_from_dac_donors_italy_current_u,explicit,vi,bar,"So sánh chỉ số net bilateral aid flows from dac donors, italy (current us$) ở các quốc gia, biến thể 21.",,,"{""acceptable"": """", ""visible_chart_family"": """", ""major_issue"": """", ""conservative_issue"": """"}",missing_title,,yes,yes,yes,yes,yes,none,5,
vinl2vis_32704,deterministic_failure,heldout860_qwen3_8b_residualfix_v2/visual_sanity_per_output.csv,wbexp_asean_er_gdp_fwtl_m3_kd_water_productivity_total_constant_2015_us_gdp_per_cu,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số water productivity, total (constant 2015 us$ gdp per cubic meter of total freshwater withdrawal).",,,"{""acceptable"": """", ""visible_chart_family"": """", ""major_issue"": """", ""conservative_issue"": """"}",missing_title,bar,no,yes,yes,yes,yes,none,4,
vinl2vis_03993,deterministic_failure,strict_transformation_audit.csv,,explicit,,bar,,,missing_filter_transform,"{""acceptable"": """", ""visible_chart_family"": """", ""major_issue"": """", ""conservative_issue"": """"}",missing_filter_transform,bar,no,no,no,yes,no,wrong_chart_type,5,
vinl2vis_22761,deterministic_failure,heldout860_qwen3_8b_residualfix_v1/visual_sanity_per_output.csv,wbexp_asean_bm_gsr_fcty_cd_primary_income_payments_bop_current_us,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số primary income payments (bop, current us$) mẫu 20.",,,"{""acceptable"": """", ""visible_chart_family"": """", ""major_issue"": """", ""conservative_issue"": """"}",trend_missing_country_grouping;missing_title,,yes,no,yes,yes,no,missing_legend,5,
vinl2vis_23436,deterministic_failure,heldout860_qwen3_8b_residualfix_v2/visual_sanity_per_output.csv,wbexp_asean_bn_gsr_gnfs_cd_net_trade_in_goods_and_services_bop_current_us,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số net trade in goods and services (bop, current us$) mẫu 15.",,,"{""acceptable"": """", ""visible_chart_family"": """", ""major_issue"": """", ""conservative_issue"": """"}",missing_title,,yes,no,yes,yes,no,unreadable_labels,5,
vinl2vis_24784,deterministic_failure,balanced1000_qwen3_4b_stricttransform_v1/visual_sanity/visual_sanity_per_output.csv,wbexp_asean_cm_mkt_trad_gd_zs_stocks_traded_total_value_of_gdp,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số stocks traded, total value (% of gdp).",,,"{""acceptable"": """", ""visible_chart_family"": """", ""major_issue"": """", ""conservative_issue"": """"}",missing_title,line,no,no,yes,yes,no,wrong_chart_type,5,
vinl2vis_30311,deterministic_failure,heldout860_qwen3_8b_residualfix_v1/visual_sanity_per_output.csv,wbexp_asean_en_ghg_ch4_ic_mt_ce_ar5_methane_ch4_emissions_from_industrial_combusti,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",,,"{""acceptable"": """", ""visible_chart_family"": """", ""major_issue"": """", ""conservative_issue"": """"}",missing_title,,yes,yes,yes,yes,yes,none,5,
